-3,39
-0,50
0,74
-2,49
2,28
2,15
-0,68
-0,06
-1,24
0,71
-1,22
-0,29
1,50
0,54
2,09
-0,61
-1,67
-1,64
-0,47
2,64
0,90
0,71
-0,42
1,48
-4,08
1,69
-1,17
-0,11
0,97
-0,35
1,58
1,88
1,40
-0,99
0,58
-1,72
2,02
2,49
1,66
-3,93
3,39
3,27
0,33
2,12
0,17
-0,35
0,93
1,76
0,34
-0,90
-6,72
1,23
-0,05
1,12
1,20
1,11
1,67
2,92
0,92
-0,51
0,26
2,50
1,09
1,10
1,42
0,14
-0,57
0,36
2,97
-0,25
-1,30
0,20
0,44
-5,01
1,89
3,11
1,71
-1,93
2,86
0,66
0,54
1,18
0,01
0,53
0,62
-0,72
1,45
-0,62
-0,06
-1,95
-2,09
1,85
2,08
2,20
1,27
0,83
-0,60
-0,30
-0,12
0,00
-0,40
0,76
0,14
-1,89
0,85
1,15
1,59
-0,47
1,69
0,13
-1,49
