0,81
0,69
-4,23
0,64
-1,36
-0,14
-1,49
-0,07
2,33
-1,25
-0,01
0,32
-0,13
-0,64
0,69
1,96
1,70
1,35
-0,42
-1,02
-0,12
2,23
-1,37
-1,99
-1,13
2,48
1,56
-3,33
-1,62
-1,07
-1,04
-1,15
-1,56
-2,67
-1,37
-1,07
-0,46
1,97
2,12
0,01
-0,57
-2,36
0,82
0,64
-3,50
0,88
-1,93
-1,24
1,78
0,66
2,13
-1,65
1,82
1,62
0,68
2,09
-0,01
0,23
1,97
1,63
-0,72
0,94
0,90
-1,54
1,25
0,85
1,56
-1,09
0,28
1,34
9,83
-1,56
0,43
-2,62
-1,26
-0,13
-0,90
-1,04
0,68
-1,50
-2,19
1,23
0,88
-0,85
0,94
1,36
0,74
-0,35
-2,10
1,30
1,11
0,52
-1,12
-1,78
-1,28
1,21
-0,02
-1,14
2,15
1,69
2,01
0,45
0,44
-0,40
-0,65
1,78
-0,69
-5,06
0,00
0,57
0,60
