0,59
-3,63
3,90
-2,48
3,08
4,36
1,31
4,63
1,76
0,67
2,17
4,15
1,90
3,22
3,13
-1,15
-1,38
0,72
1,20
2,08
2,72
0,73
-0,32
2,23
-0,70
1,55
-2,56
1,12
1,64
1,89
1,34
2,33
2,27
-2,52
1,29
-2,58
2,31
-1,21
3,58
-2,82
1,49
4,01
-1,69
2,54
1,92
0
2,31
2,68
-1,69
-0,01
-1,85
4,23
1,07
2,50
2,05
1,38
1,27
-1,37
-0,52
0,62
5,43
2,20
-1,67
1,26
1,80
0,30
1,06
2,75
5,80
0,32
-0,60
2,49
0,55
-0,05
2,57
6,00
1,37
0,27
0,89
0,66
2,22
2,17
0,56
0,98
-1,26
1,71
3,93
-0,50
2,77
-1,01
-2,61
4,73
4,11
3,59
0,13
1,40
0,18
-0,74
-0,93
-0,30
2,10
0,84
-0,04
1,68
1,62
1,92
2,14
-1,62
0,94
-1,03
0,47
