2,21
-2,99
0,55
6,53
2,94
-1,80
2,84
1,54
2,61
-2,04
3,70
-0,45
-0,16
-3,19
-1,30
0,98
6,23
1,01
2,29
-0,97
1,51
2,66
-3,81
1,49
2,12
-1,34
-0,67
3,63
-0,24
-0,22
-0,87
-0,70
0,70
0,27
-1,47
-2,59
0
1,08
-0,41
3,92
1,56
-2,50
1,97
-4,47
-0,58
2,31
-1,21
1,74
6,24
-0,28
4,82
-2,02
3,09
-2,59
0,59
2,23
-0,03
2,35
1,76
0,19
0,91
2,19
2,14
1,65
-3,65
0,80
1,56
2,58
-2,73
2,90
0,28
-2,88
-2,95
-4,63
2,94
0,23
3,34
-6,52
0,85
1,25
-0,07
1,29
3,05
-3,88
2,90
2,40
-3,16
-0,14
-0,23
-3,12
1,68
0,59
0,82
-3,14
-3,77
2,10
-1,05
0,76
2,88
2,07
1,82
1,80
-2,86
4,52
1,17
1,86
-1,76
-1,99
-0,42
2,78
-0,53
