3,31
-1,59
-0,48
2,67
-0,24
-2,08
-3,05
-3,48
-0,74
-1,84
0,95
-0,79
-0,92
0,54
0,10
1,69
4,61
3,46
-2,90
-1,15
-2,04
-0,84
-2,01
-2,75
-2,82
1,96
1,70
-5,16
-1,92
1,04
-4,89
0,96
1,17
-4,30
-2,60
-1,52
-2,73
0,52
-1,37
2,42
-2,18
-6,11
2,79
-2,47
-0,27
5,80
-1,96
-0,70
4,05
1,97
3,59
-2,57
1,85
-1,28
0,36
2,02
-0,56
1,79
2,33
-1,01
-1,18
-0,10
0,71
-1,38
-1,20
2,05
0,51
1,13
0
-0,60
-0,15
-4,60
0,45
-0,11
-1,88
-0,47
-0,48
-4,68
1,09
-0,75
-0,72
-2,46
1,53
-0,54
3,63
-0,68
-4,61
1,01
-2,16
-2,04
2,14
-0,91
0,82
-2,86
-3,89
1,44
2,83
-5,26
-0,66
2,90
0,24
-1,08
-2,48
1,21
1,89
3,66
-1,94
-5,42
0,31
2,49
0,11
