-1,70
3,13
-2,22
3,02
0,68
0,25
4,57
8,41
-1,61
0,01
-0,49
6,61
0,28
9,76
2,44
0,23
-3,74
6,40
2,59
-2,69
-1,11
-3,74
3,73
-3,49
-3,07
2,51
2,09
-4,42
-2,19
4,00
-2,07
3,61
1,46
1,91
1,79
3,09
1,65
-6,22
3,39
-0,52
-6,16
-0,74
0,85
5,93
-3,23
1,26
0,52
-2,07
5,53
3,89
7,30
3,70
-0,39
-4,01
0,43
-2,90
9,06
2,57
-2,56
2,79
0,93
-2,42
-4,60
0
4,56
0,06
3,99
-2,58
-1,38
0,78
3,51
-0,61
1,11
-3,23
-3,91
1,74
-9,97
-4,12
-0,71
-2,13
2,35
-0,37
-0,19
-0,13
-1,85
-1,95
0,92
2,36
-6,11
0,54
6,17
-1,74
1,12
4,45
-0,30
3,29
-0,36
-4,22
-0,78
1,07
0,94
-0,31
-1,49
13,65
3,99
1,50
-2,72
-1,48
-1,67
-3,50
1,11
