0,26
-1,42
0,98
-0,63
3,43
-0,11
-0,87
0,89
0,25
0,46
0,39
1,79
0,83
3,96
0,07
-1,33
0,78
1,43
-0,29
2,31
3,91
1,22
-0,55
1,47
-4,62
-0,81
-1,92
-1,07
0,60
3,71
0,48
1,58
1,55
-1,70
0,06
-1,51
1,97
1,65
0,64
-2,08
1,40
3,14
0
0,88
2,50
-1,69
0,28
0,37
-0,26
0,48
0,33
2,89
1,96
1,51
0,39
0,38
2,46
-0,99
-0,55
-0,65
1,71
-0,67
1,87
0,85
1,68
-0,37
0,11
3,22
2,79
0,09
-0,77
0,03
0,33
-1,98
0,71
1,27
1,95
-2,03
-0,33
-0,23
1,20
0,03
-1,21
1,12
-1,46
-1,79
0,62
0,49
3,40
-1,57
0,24
1,86
2,34
4,57
-2,34
0,74
0,28
-2,35
-1,73
0,36
-0,14
0,01
-0,71
0,56
1,24
1,01
-0,23
-4,09
0,78
-1,15
0,95
