1,07
-4,33
-0,89
-0,28
-0,51
0,84
1,05
-0,45
1,79
0,36
1,37
1,65
-0,88
6,76
0,63
7,13
0,37
-3,01
-4,97
2,00
1,68
1,05
0,61
-2,09
1,64
-2,28
-0,38
-1,27
0
-2,15
-1,01
-0,65
-0,21
2,13
0,42
-0,35
-2,04
0,00
-1,24
-2,57
-1,25
-0,53
0,57
0,38
-0,51
-4,83
0,67
-0,57
-0,18
0,33
1,81
0,92
-2,15
7,85
0,07
-0,33
3,17
-0,75
-0,78
0,82
-0,05
-0,13
-0,98
0,90
-0,21
0,50
6,66
-3,61
-0,13
-1,51
-0,95
0,99
1,94
3,24
-3,04
0,80
0,90
1,08
-0,58
-2,67
-1,28
1,63
1,89
-2,84
-7,96
0,49
-0,04
-1,16
-1,98
-2,05
1,48
-1,62
-1,07
-1,91
0,87
-0,68
0,90
0,81
0,11
0,90
1,26
-1,49
-1,32
-2,27
-0,56
0,08
0,09
2,18
-0,41
-1,80
-3,98
