-1,67
-0,67
1,76
-1,94
-1,87
-0,49
-0,68
0,09
-2,02
-1,17
-3,87
1,37
1,41
-1,58
-1,10
-1,25
-2,79
-0,72
0,71
1,42
-0,29
0,41
3,33
1,17
2,77
-0,75
2,07
-0,81
-0,07
0,13
0,28
1,66
-0,08
1,52
1,83
-0,01
-0,69
-0,57
1,57
0,22
-0,20
0,71
0,22
2,45
2,13
0,29
1,18
0,81
-2,92
0,00
-3,16
-0,13
1,67
0,05
0
-1,21
-1,92
-0,48
-0,38
0,08
-1,20
-0,01
0,92
0,09
-0,95
0,61
-1,61
0,10
-1,78
-1,24
0,70
0,40
2,40
4,18
-0,44
-0,62
-1,24
2,42
1,85
1,28
0,28
0,02
-1,61
2,28
-5,04
-0,50
-0,20
2,09
0,70
-0,98
-1,45
-1,40
0,83
-0,93
0,85
-1,04
2,28
1,49
2,19
0,66
0,45
-1,39
1,06
-0,65
-0,27
1,42
2,20
1,27
2,74
-0,18
-4,40
