1,19
3,36
0,63
7,76
2,61
-1,43
-1,87
-0,50
-0,26
-1,23
-4,44
0,70
0,95
-1,26
0,79
0,32
3,29
-1,02
-1,27
-1,30
1,56
0,24
-0,58
-0,46
-3,06
1,78
-1,96
-1,70
-0,73
1,60
4,74
1,64
2,66
0,05
0,64
-1,53
0,91
-0,23
-0,10
4,31
1,48
-0,88
1,71
1,38
-0,08
5,43
-0,49
-1,08
3,14
0,56
3,02
0,88
5,09
3,32
-1,93
4,44
3,86
4,22
1,11
-1,63
0
0,25
1,54
0,93
2,76
2,93
2,19
1,22
-1,18
0,75
0,50
0,92
0,40
-7,30
0,88
-0,22
-1,68
-1,85
-0,47
0,21
-0,69
-2,21
-1,41
0,04
2,56
-2,82
1,16
2,02
-3,63
-0,22
2,87
0,01
1,97
1,63
-1,84
-0,30
1,47
-5,72
-1,54
0,18
-0,69
-0,67
-0,80
1,18
1,40
-0,83
0,56
-3,92
-0,74
0,36
2,51
