3,88
0,41
1,47
-0,90
-0,25
1,51
0,49
-0,43
0,81
-0,02
-0,18
2,56
1,20
3,78
-0,36
-1,31
0,90
-1,36
-2,16
1,75
3,83
2,67
2,56
-0,95
2,74
-0,37
-0,61
1,24
-0,88
0,52
-1,23
1,20
0,01
0,52
1,10
0,83
-1,95
2,31
1,60
-1,47
0,28
-0,62
0,23
2,46
2,94
-2,29
0
-0,10
0,60
0,82
2,21
-0,65
-4,47
5,08
-1,60
-1,08
1,64
-0,43
1,52
1,60
-3,13
-0,32
4,51
1,68
1,12
0,32
1,25
2,27
-1,79
-2,12
-4,06
0,60
0,20
2,48
-0,70
0,70
-0,15
2,26
-0,38
-1,93
0,19
1,28
0,47
-2,23
-5,09
-1,73
-0,84
0,56
0,60
-2,52
2,77
-2,21
1,35
0,28
1,23
1,82
3,54
0,05
2,39
3,20
-0,76
0,04
0,52
1,12
0,44
-2,84
-0,30
3,06
-1,37
-1,07
-1,83
