1,68
-1,52
3,12
-5,67
-0,21
-0,92
-2,17
-1,53
-0,86
2,39
1,72
0,37
-0,50
0,80
-2,91
-3,30
-2,23
0,08
-2,93
0,57
4,11
4,19
2,01
2,89
0,50
-2,07
3,39
4,30
2,63
4,06
0,85
0,57
1,26
1,84
4,39
-1,35
1,09
-1,07
2,49
-1,17
0,40
1,72
-1,89
-0,05
4,78
-6,46
-0,30
-0,81
0,59
1,83
0,10
1,87
-3,13
-3,79
1,44
-1,96
-2,47
1,21
1,39
-2,98
-3,09
-2,87
2,99
0,45
2,39
2,75
-4,95
2,72
-1,33
-5,53
-1,12
0,14
1,17
6,55
-1,08
-1,81
-1,39
6,44
-0,28
0,45
-1,41
4,80
-4,50
1,80
-3,90
-2,43
-3,57
1,81
0,04
-1,68
4,66
0,54
0,12
0,00
0,65
-1,73
2,09
0,60
3,40
1,30
2,05
4,37
0,12
0,05
0,16
-1,74
3,41
5,86
0,46
-3,52
-0,41
