-0,49
1,99
-2,69
1,21
1,92
1,81
0,45
-0,14
2,08
2,65
1,44
-1,01
3,13
-0,14
1,62
2,70
-0,23
1,77
1,19
-0,89
-1,53
2,15
0,38
-0,29
2,27
0
-0,26
3,63
2,25
-0,40
2,39
-1,66
-3,61
3,30
0,66
0,36
1,14
3,30
-1,79
3,13
-0,17
0,11
4,05
-0,92
-1,30
-0,24
0,28
1,66
0,81
-0,94
1,41
0,53
-2,17
-1,67
0,77
-1,01
0,71
0,86
-2,59
2,38
2,63
0,15
-0,18
-1,03
-3,33
1,55
0,33
-0,39
3,51
-1,17
-1,39
1,10
-0,48
5,45
1,67
-0,96
-0,11
2,29
1,41
-0,06
0,96
4,39
-2,64
-0,61
-0,06
1,91
2,95
0,84
4,77
5,56
0,16
-2,16
-1,28
1,47
4,14
-1,38
2,63
4,38
-2,65
2,22
0,35
0,74
-1,74
-0,19
-2,35
2,57
2,20
3,81
-1,32
1,27
-0,23
