-1,04
-4,52
1,43
-7,19
0,95
3,11
0,21
0,48
-0,28
0,61
0,58
0,44
0,02
-0,04
1,50
-1,88
-3,93
-2,12
0,79
3,93
2,56
-0,90
0,86
0,96
2,88
0,19
0,10
-0,77
3,26
-1,34
-1,25
1,34
0,89
0,12
4,88
-8,33
-0,04
-0,85
1,47
-4,91
0,21
0,02
-0,12
2,03
1,91
-8,79
1,14
0,29
0,94
2,74
-3,89
2,42
-2,90
-4,22
3,78
2,32
2,87
0,90
0,14
-0,49
-0,02
0,52
-1,34
-0,61
3,00
0,24
4,82
-2,00
1,84
-3,29
-1,68
2,04
0,94
4,59
-1,56
6,50
0,91
4,52
-0,49
-1,12
-0,15
4,17
0,14
1,44
-0,86
-0,43
-1,71
-0,14
-1,20
-3,89
2,93
3,00
2,68
0,25
3,18
-2,09
0,43
1,24
-0,02
-2,69
1,90
2,14
-3,11
-1,34
-2,11
3,08
2,69
4,01
-0,19
-4,22
0,00
