0,90
4,23
0,31
5,02
0,19
-4,43
0,12
-1,41
1,89
-1,44
0,31
-3,77
-1,81
-3,15
-1,40
-0,09
0,10
0,84
3,12
-2,85
-3,28
1,62
0,14
1,21
4,14
-0,03
-2,20
3,56
-1,61
-1,71
-1,61
0,27
-2,41
-0,51
-1,54
-0,53
-0,14
1,11
-0,65
2,45
-0,97
-1,41
-2,94
-3,73
-2,87
2,17
-2,35
-0,57
-1,76
0,26
2,28
-1,03
1,06
-0,85
1,83
0,50
-1,49
-0,87
1,31
-1,85
0,21
-1,04
4,66
-0,95
-3,55
-2,30
-3,41
-2,07
-2,78
1,54
-0,31
-0,29
0,51
1,80
3,26
-7,08
-0,47
3,94
-0,82
1,93
0,05
2,74
-3,22
-2,67
6,06
2,26
-2,16
-2,04
0,67
5,69
0,00
-1,37
-5,26
-3,69
1,75
1,76
-4,10
2,37
3,64
-0,04
2,90
3,23
2,43
1,00
-3,06
-2,86
-0,09
1,63
-0,96
4,69
-3,89
