1,91
-2,80
2,88
-0,13
2,82
1,49
0,60
2,80
0,82
1,87
0,40
0,90
2,41
4,81
3,10
9,48
-0,81
-7,74
2,67
2,62
7,63
-0,15
1,54
-1,77
1,05
-3,20
-4,95
-1,09
1,33
0
3,53
-0,72
4,45
-4,14
1,77
-5,84
-1,87
0,90
3,43
-3,72
0,15
2,03
-6,72
1,67
2,68
-5,13
1,25
-1,13
1,24
-0,89
1,08
0,71
-2,43
13,65
-0,39
-0,29
8,14
2,12
3,04
-0,04
-0,40
1,45
-1,99
-1,35
-2,53
-4,46
10,44
0,85
1,75
2,88
2,46
1,89
5,12
0,04
1,39
-0,10
3,82
1,75
-2,55
-4,23
-2,14
-0,79
-1,64
-1,53
3,49
1,36
-6,82
-1,74
-4,34
1,27
1,98
-0,09
1,70
-0,84
2,18
1,76
-1,40
1,44
8,55
-2,67
1,05
-1,76
0,17
3,40
3,41
-2,11
1,13
4,93
1,80
-2,41
2,01
